STRUCTURE_NAME,ACTION,REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2014,28.7
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2003,21.9
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2002,21.8
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2001,21.6
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2000,15.8
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2013,31.1
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2012,30.5
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2011,28.9
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2010,29.6
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2009,28.4
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2008,27
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2007,28.8
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2006,25.8
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2005,25.1
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2004,23.4
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2020,28.5
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2019,28.1
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2018,29
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2017,28.6
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Diseases of the nervous system,2016,27.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2015,14.7
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2014,13.9
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2003,14.7
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2002,14.3
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2001,17.6
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2000,17.1
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2013,16.7
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2012,12.6
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,166.6
Causes of mortality,I,CHL,Chile,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,170.5
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2009,13.1
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2008,13
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2007,13.3
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2006,13.4
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2005,13.4
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2004,13.3
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2020,13.1
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2019,16.9
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2018,14.8
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2017,14.7
Causes of mortality,I,LVA,Latvia,Deaths per 100 000 inhabitants,Total,Certain infectious and parasitic diseases,2016,14.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2015,2.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2014,2.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2003,3.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2002,3.8
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2001,3.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2000,2.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2013,2.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2012,2.8
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2011,2.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2010,2.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2009,2.8
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2008,2.9
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2007,3.1
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2006,3.2
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2005,3.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2004,3.4
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2020,2.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2019,2.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2018,2.4
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2017,2.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Female,Diseases of the blood and blood-forming organs,2016,2.5
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2001,33.7
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2000,35
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2020,39.8
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2019,37.9
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2018,56.5
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2017,39.1
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2016,47.5
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2015,47.9
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2014,42.3
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2013,34.4
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2012,34.6
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2011,22
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2010,23.3
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2009,15.5
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2008,13.8
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2007,37
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2006,25.2
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2005,24.2
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2004,24.5
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2003,32.9
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2002,12.7
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2014,1.4
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2000,1
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2003,1.2
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2002,1
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2001,1.2
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2013,1.2
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2012,1
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2011,1.2
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2010,1.2
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2009,0.7
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2008,0.8
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2007,1.2
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2006,1.1
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2005,0.9
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2004,0.8
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2020,0.9
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2019,0.9
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2018,1.3
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2017,1.5
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2016,1.3
Causes of mortality,I,FIN,Finland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2015,1.3
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2001,7.1
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2000,3.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2020,13.2
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2019,13.6
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2018,14.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2017,14.6
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2016,11.1
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2015,12.1
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2014,12.9
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2013,12.3
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2012,16.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2011,14.3
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2010,16.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2009,14.9
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2008,23.7
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2007,35.6
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2006,21.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2005,24.1
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2004,17.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2003,17.5
Causes of mortality,I,EST,Estonia,Deaths per 100 000 inhabitants,Male,Mental and behavioural disorders,2002,8.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,313
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,314.2
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2005,2.2
Causes of mortality,I,POL,Poland,Deaths per 100 000 inhabitants,Male,Diseases of the blood and blood-forming organs,2004,2.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,386.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,394.4
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,319
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,333.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,333.6
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,346.1
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,344.9
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,346.1
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,353.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,355.2
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,365.5
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,370.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,270.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,272.2
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,281.7
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,304.3
Causes of mortality,I,NLD,Netherlands,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,313.8
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2015,223.2
Causes of mortality,I,LUX,Luxembourg,Deaths per 100 000 inhabitants,Total,Diseases of the circulatory system,2014,232
