STRUCTURE_NAME,REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.1
Causes of mortality,SVK,Slovak Republic,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,23.9
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,24.7
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.2
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.2
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,23.3
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,22.9
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,27.1
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,26.3
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,26.8
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,26.6
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,25.1
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,23.6
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,25.5
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,9.2
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,9.4
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,9.9
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,10.5
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,10.3
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,11.6
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,9.4
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,8.7
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,8.7
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,8.6
Causes of mortality,GBR,United Kingdom,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,9
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,212.9
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,211.1
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,207.9
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,204
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,197.6
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,195.7
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,205.2
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,224.9
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,225.2
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,223.1
Causes of mortality,ITA,Italy,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,216.5
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,183.9
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,203.8
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,191.6
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,191
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,186.4
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,182.8
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,186.8
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,195
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,192
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,191.2
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,181.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,23
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,22.9
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,21.8
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,22.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,23
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,21.4
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,21.3
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,20.3
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,18.7
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,18.7
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,22.5
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,24.3
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,36.4
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2022,32.5
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,25.4
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,27.4
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,27.9
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,25.2
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,24.7
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,26.3
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,26.2
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,28.9
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,28.6
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,28
Causes of mortality,HUN,Hungary,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,33.9
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.4
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.4
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.4
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.3
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.3
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,2.1
Causes of mortality,USA,United States,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,1.9
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.5
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.5
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.5
Causes of mortality,DEU,Germany,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.5
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,0.6
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,0.8
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,0.6
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2022,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,0.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,0.6
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,0.8
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,0.8
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,0.8
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,42.2
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,51.7
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,41.8
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,42
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,47.6
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,50.7
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,38.9
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,36.7
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,32.5
Causes of mortality,TUR,Türkiye,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,46
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,32.7
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,33
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,31.9
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,29.6
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,30.1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,25.3
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,40
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,37.1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,38.9
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,35.5
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,38
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,34.9
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,33.8
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,30.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,29.3
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,28.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,46.6
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,46.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,47.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,41.4
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,41.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,40.4
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,52.5
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,49.5
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,57.7
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,56.5
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,55.1
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,58.7
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,56.4
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,64.3
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,55.6
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,54.3
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.3
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.4
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.4
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.4
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.3
Causes of mortality,ISL,Iceland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.3
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.2
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.2
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.2
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2022,0.1
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.3
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.4
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.3
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.3
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.3
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.2
Causes of mortality,AUS,Australia,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.3
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,44.6
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,42.1
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,1.8
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,2.3
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,1.8
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,1.4
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,39.2
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,38.8
Causes of mortality,NLD,Netherlands,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,39.6
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,1
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,1.8
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,1.7
