REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,TIME_PERIOD,OBS_VALUE,TIME_RANGE
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,12,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,13.8,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,11.4,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,11.1,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,12.1,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,12.8,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,11.6,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,13.9,
NZL,New Zealand,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,13.6,
ESP,Spain,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2004,81,Data applies to previous five years inclusive
ESP,Spain,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2009,80,Data applies to previous five years inclusive
ESP,Spain,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Total,2014,84.7,Data applies to previous five years inclusive
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,202.1,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,187.9,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,184.1,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,206.3,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,180.2,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,175.2,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,113.1,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,95.5,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,85.4,
PRT,Portugal,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,149.9,
BEL,Belgium,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,62.8,Data applies to previous five years inclusive
BEL,Belgium,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,67.7,Data applies to previous five years inclusive
BEL,Belgium,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,67.3,Data applies to previous five years inclusive
KOR,Korea,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,15.3,Data applies to previous five years inclusive
KOR,Korea,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,19.9,Data applies to previous five years inclusive
KOR,Korea,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,25.1,Data applies to previous five years inclusive
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,166.5,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,162.3,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,155,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,155.5,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,155.3,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,151,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,155.8,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,140.9,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,136.6,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,132,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,126.8,
SVN,Slovenia,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,75,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2002,234.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2003,233.7,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,236.3,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,242.1,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,220.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,233.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,233.1,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,233.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,229.9,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,223.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,212.7,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,204.9,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,198.4,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,200.7,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,191.9,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,189.9,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,173.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,168,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,113,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2000,809.8,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2001,753.2,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2002,663.4,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2003,586.2,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2004,533.9,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2005,491.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,431.7,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,382.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,357.7,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,325.9,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,305.1,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,290,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,293.2,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,259.6,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,245.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,242.3,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,222.1,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,235,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,209.6,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,218.5,
FIN,Finland,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,170.9,
JPN,Japan,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,61.7,Data applies to previous five years inclusive
JPN,Japan,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,65.9,Data applies to previous five years inclusive
JPN,Japan,Colon cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,67.4,Data applies to previous five years inclusive
AUT,Austria,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,59.6,Data applies to previous five years inclusive
AUT,Austria,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,63.3,Data applies to previous five years inclusive
AUT,Austria,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,64.4,Data applies to previous five years inclusive
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,102.9,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,104.6,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,97.9,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,106.6,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,111.7,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,105.9,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,104.1,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,99.4,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,94.5,
NZL,New Zealand,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,91.6,
TUR,Türkiye,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,17.2,Data applies to previous five years inclusive
TUR,Türkiye,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,19.7,Data applies to previous five years inclusive
TUR,Türkiye,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,23,Data applies to previous five years inclusive
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,292.3,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,307.2,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,329.8,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,359.8,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,352.1,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,373.9,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,345.2,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,339.3,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,320.8,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,310.6,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,308.7,
CZE,Czechia,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,277.6,
